"Taxa","Country","Latrine_Number","Depth","OTUs"
"Acidobacteria_Gp5","V","15","3",0
"Acidobacteria_Gp6","V","15","3",1
"Acidobacteria_Gp7","V","15","3",0
"Acidobacteria_Gp9","V","15","3",0
"Actinobacteria","V","15","3",273
"Alphaproteobacteria","V","15","3",336
"Anaerolineae","V","15","3",5
"Bacilli","V","15","3",126
"Bacteroidia","V","15","3",540
"Betaproteobacteria","V","15","3",76
"Caldilineae","V","15","3",4
"Chlamydiae","V","15","3",0
"Chloroflexi","V","15","3",0
"Chrysiogenetes","V","15","3",37
"Clostridia","V","15","3",3910
"Cyanobacteria","V","15","3",0
"Dehalococcoidetes","V","15","3",0
"Deinococci","V","15","3",128
"Deltaproteobacteria","V","15","3",40
"Epsilonproteobacteria","V","15","3",0
"Erysipelotrichi","V","15","3",184
"Fibrobacteria","V","15","3",0
"Flavobacteria","V","15","3",615
"Fusobacteria","V","15","3",0
"Gammaproteobacteria","V","15","3",1031
"Gemmatimonadetes","V","15","3",0
"Holophagae","V","15","3",0
"Lentisphaeria","V","15","3",3
"Methanobacteria","V","15","3",0
"Methanomicrobia","V","15","3",0
"Mollicutes","V","15","3",151
"Nitrospira","V","15","3",3
"Opitutae","V","15","3",3
"Planctomycetacia","V","15","3",15
"Sphingobacteria","V","15","3",192
"Spirochaetes","V","15","3",88
"Subdivision3","V","15","3",0
"Synergistia","V","15","3",3
"Thermomicrobia","V","15","3",23
"Thermoplasmata","V","15","3",0
"Thermotogae","V","15","3",0
"Unknown","V","15","3",429
"Acidobacteria_Gp1","V","16","1",0
"Acidobacteria_Gp10","V","16","1",0
"Acidobacteria_Gp14","V","16","1",0
"Acidobacteria_Gp16","V","16","1",0
"Acidobacteria_Gp17","V","16","1",0
"Acidobacteria_Gp18","V","16","1",0
"Acidobacteria_Gp21","V","16","1",0
"Acidobacteria_Gp22","V","16","1",0
"Acidobacteria_Gp3","V","16","1",0
"Acidobacteria_Gp4","V","16","1",0
"Acidobacteria_Gp5","V","16","1",0
"Acidobacteria_Gp6","V","16","1",0
"Acidobacteria_Gp7","V","16","1",0
"Acidobacteria_Gp9","V","16","1",0
"Actinobacteria","V","16","1",138
"Alphaproteobacteria","V","16","1",27
"Anaerolineae","V","16","1",0
"Bacilli","V","16","1",1280
"Bacteroidia","V","16","1",4267
"Betaproteobacteria","V","16","1",39
"Caldilineae","V","16","1",0
"Chlamydiae","V","16","1",0
"Chloroflexi","V","16","1",0
"Chrysiogenetes","V","16","1",0
"Clostridia","V","16","1",10043
"Cyanobacteria","V","16","1",0
"Dehalococcoidetes","V","16","1",0
"Deinococci","V","16","1",5
"Deltaproteobacteria","V","16","1",0
"Epsilonproteobacteria","V","16","1",0
"Erysipelotrichi","V","16","1",253
"Fibrobacteria","V","16","1",0
"Flavobacteria","V","16","1",475
"Fusobacteria","V","16","1",115
"Gammaproteobacteria","V","16","1",776
"Gemmatimonadetes","V","16","1",0
"Holophagae","V","16","1",0
"Lentisphaeria","V","16","1",1
"Methanobacteria","V","16","1",0
"Methanomicrobia","V","16","1",0
"Mollicutes","V","16","1",87
"Nitrospira","V","16","1",0
"Opitutae","V","16","1",0
"Planctomycetacia","V","16","1",0
"Sphingobacteria","V","16","1",35
"Spirochaetes","V","16","1",20
"Subdivision3","V","16","1",0
"Synergistia","V","16","1",0
"Thermomicrobia","V","16","1",1
"Thermoplasmata","V","16","1",0
"Thermotogae","V","16","1",0
"Unknown","V","16","1",345
"Acidobacteria_Gp1","V","16","2",0
"Acidobacteria_Gp10","V","16","2",0
"Acidobacteria_Gp14","V","16","2",0
"Acidobacteria_Gp16","V","16","2",0
"Acidobacteria_Gp17","V","16","2",0
"Acidobacteria_Gp18","V","16","2",0
"Acidobacteria_Gp21","V","16","2",0
"Acidobacteria_Gp22","V","16","2",0
"Acidobacteria_Gp3","V","16","2",0
"Acidobacteria_Gp4","V","16","2",0
"Acidobacteria_Gp5","V","16","2",0
"Acidobacteria_Gp6","V","16","2",0
"Acidobacteria_Gp7","V","16","2",0
"Acidobacteria_Gp9","V","16","2",0
"Actinobacteria","V","16","2",391
"Alphaproteobacteria","V","16","2",22
"Anaerolineae","V","16","2",0
"Bacilli","V","16","2",717
"Bacteroidia","V","16","2",2556
"Betaproteobacteria","V","16","2",78
"Caldilineae","V","16","2",0
"Chlamydiae","V","16","2",0
"Chloroflexi","V","16","2",0
"Chrysiogenetes","V","16","2",0
"Clostridia","V","16","2",17572
"Cyanobacteria","V","16","2",1
"Dehalococcoidetes","V","16","2",0
"Deinococci","V","16","2",11
"Deltaproteobacteria","V","16","2",8
"Epsilonproteobacteria","V","16","2",0
"Erysipelotrichi","V","16","2",496
"Fibrobacteria","V","16","2",0
"Flavobacteria","V","16","2",51
"Fusobacteria","V","16","2",32
"Gammaproteobacteria","V","16","2",607
"Gemmatimonadetes","V","16","2",0
"Holophagae","V","16","2",0
"Lentisphaeria","V","16","2",2
"Methanobacteria","V","16","2",0
"Methanomicrobia","V","16","2",0
"Mollicutes","V","16","2",11
"Nitrospira","V","16","2",0
"Opitutae","V","16","2",2
"Planctomycetacia","V","16","2",0
"Sphingobacteria","V","16","2",29
"Spirochaetes","V","16","2",3
"Subdivision3","V","16","2",0
"Synergistia","V","16","2",9
"Thermomicrobia","V","16","2",0
"Thermoplasmata","V","16","2",0
"Thermotogae","V","16","2",0
"Unknown","V","16","2",1365
"Acidobacteria_Gp1","V","17","1",0
"Acidobacteria_Gp10","V","17","1",0
"Acidobacteria_Gp14","V","17","1",0
"Acidobacteria_Gp16","V","17","1",0
"Acidobacteria_Gp17","V","17","1",0
"Acidobacteria_Gp18","V","17","1",0
"Acidobacteria_Gp21","V","17","1",0
"Acidobacteria_Gp22","V","17","1",0
"Acidobacteria_Gp3","V","17","1",0
"Acidobacteria_Gp4","V","17","1",0
"Acidobacteria_Gp5","V","17","1",0
"Acidobacteria_Gp6","V","17","1",0
"Acidobacteria_Gp7","V","17","1",0
"Acidobacteria_Gp9","V","17","1",0
"Actinobacteria","V","17","1",112
"Alphaproteobacteria","V","17","1",24
"Anaerolineae","V","17","1",0
"Bacilli","V","17","1",1624
"Bacteroidia","V","17","1",11392
"Betaproteobacteria","V","17","1",95
"Caldilineae","V","17","1",0
"Chlamydiae","V","17","1",0
"Chloroflexi","V","17","1",0
"Chrysiogenetes","V","17","1",0
"Clostridia","V","17","1",7722
"Cyanobacteria","V","17","1",0
"Dehalococcoidetes","V","17","1",0
"Deinococci","V","17","1",19
"Deltaproteobacteria","V","17","1",1
"Epsilonproteobacteria","V","17","1",0
"Erysipelotrichi","V","17","1",292
"Fibrobacteria","V","17","1",0
"Flavobacteria","V","17","1",341
"Fusobacteria","V","17","1",152
"Gammaproteobacteria","V","17","1",482
"Gemmatimonadetes","V","17","1",0
"Holophagae","V","17","1",0
"Lentisphaeria","V","17","1",0
"Methanobacteria","V","17","1",0
"Methanomicrobia","V","17","1",0
"Mollicutes","V","17","1",54
"Nitrospira","V","17","1",0
"Opitutae","V","17","1",1
"Planctomycetacia","V","17","1",0
"Sphingobacteria","V","17","1",17
"Spirochaetes","V","17","1",1
"Subdivision3","V","17","1",0
"Synergistia","V","17","1",0
"Thermomicrobia","V","17","1",1
"Thermoplasmata","V","17","1",0
"Thermotogae","V","17","1",0
"Unknown","V","17","1",87
"Acidobacteria_Gp1","V","17","2",0
"Acidobacteria_Gp10","V","17","2",0
"Acidobacteria_Gp14","V","17","2",0
"Acidobacteria_Gp16","V","17","2",0
"Acidobacteria_Gp17","V","17","2",0
"Acidobacteria_Gp18","V","17","2",0
"Acidobacteria_Gp21","V","17","2",0
"Acidobacteria_Gp22","V","17","2",0
"Acidobacteria_Gp3","V","17","2",0
"Acidobacteria_Gp4","V","17","2",0
"Acidobacteria_Gp5","V","17","2",0
"Acidobacteria_Gp6","V","17","2",0
"Acidobacteria_Gp7","V","17","2",0
"Acidobacteria_Gp9","V","17","2",0
"Actinobacteria","V","17","2",248
"Alphaproteobacteria","V","17","2",89
"Anaerolineae","V","17","2",0
"Bacilli","V","17","2",1060
"Bacteroidia","V","17","2",2140
"Betaproteobacteria","V","17","2",172
"Caldilineae","V","17","2",0
"Chlamydiae","V","17","2",0
"Chloroflexi","V","17","2",0
"Chrysiogenetes","V","17","2",0
"Clostridia","V","17","2",13875
"Cyanobacteria","V","17","2",0
"Dehalococcoidetes","V","17","2",0
"Deinococci","V","17","2",21
"Deltaproteobacteria","V","17","2",1
"Epsilonproteobacteria","V","17","2",0
"Erysipelotrichi","V","17","2",328
"Fibrobacteria","V","17","2",0
"Flavobacteria","V","17","2",395
"Fusobacteria","V","17","2",207
"Gammaproteobacteria","V","17","2",1710
"Gemmatimonadetes","V","17","2",0
"Holophagae","V","17","2",0
"Lentisphaeria","V","17","2",9
"Methanobacteria","V","17","2",0
"Methanomicrobia","V","17","2",0
"Mollicutes","V","17","2",114
"Nitrospira","V","17","2",0
"Opitutae","V","17","2",1
"Planctomycetacia","V","17","2",0
"Sphingobacteria","V","17","2",41
"Spirochaetes","V","17","2",3
"Subdivision3","V","17","2",0
"Synergistia","V","17","2",5
"Thermomicrobia","V","17","2",1
"Thermoplasmata","V","17","2",0
"Thermotogae","V","17","2",0
"Unknown","V","17","2",285
"Acidobacteria_Gp1","V","18","1",0
"Acidobacteria_Gp10","V","18","1",0
"Acidobacteria_Gp14","V","18","1",0
"Acidobacteria_Gp16","V","18","1",0
"Acidobacteria_Gp17","V","18","1",0
"Acidobacteria_Gp18","V","18","1",0
"Acidobacteria_Gp21","V","18","1",0
"Acidobacteria_Gp22","V","18","1",0
"Acidobacteria_Gp3","V","18","1",0
"Acidobacteria_Gp4","V","18","1",0
"Acidobacteria_Gp5","V","18","1",0
"Acidobacteria_Gp6","V","18","1",0
"Acidobacteria_Gp7","V","18","1",0
"Acidobacteria_Gp9","V","18","1",0
"Actinobacteria","V","18","1",116
"Alphaproteobacteria","V","18","1",10
"Anaerolineae","V","18","1",0
"Bacilli","V","18","1",2301
"Bacteroidia","V","18","1",389
"Betaproteobacteria","V","18","1",76
"Caldilineae","V","18","1",0
"Chlamydiae","V","18","1",0
"Chloroflexi","V","18","1",0
"Chrysiogenetes","V","18","1",0
"Clostridia","V","18","1",7481
"Cyanobacteria","V","18","1",0
"Dehalococcoidetes","V","18","1",0
"Deinococci","V","18","1",1
"Deltaproteobacteria","V","18","1",0
"Epsilonproteobacteria","V","18","1",0
"Erysipelotrichi","V","18","1",219
"Fibrobacteria","V","18","1",0
"Flavobacteria","V","18","1",54
"Fusobacteria","V","18","1",10
"Gammaproteobacteria","V","18","1",1449
"Gemmatimonadetes","V","18","1",0
"Holophagae","V","18","1",0
"Lentisphaeria","V","18","1",4
"Methanobacteria","V","18","1",0
"Methanomicrobia","V","18","1",0
"Mollicutes","V","18","1",2
"Nitrospira","V","18","1",0
"Opitutae","V","18","1",0
"Planctomycetacia","V","18","1",0
"Sphingobacteria","V","18","1",17
"Spirochaetes","V","18","1",0
"Subdivision3","V","18","1",0
"Synergistia","V","18","1",0
"Thermomicrobia","V","18","1",1
"Thermoplasmata","V","18","1",0
"Thermotogae","V","18","1",0
"Unknown","V","18","1",55
"Acidobacteria_Gp1","V","18","2",0
"Acidobacteria_Gp10","V","18","2",0
"Acidobacteria_Gp14","V","18","2",0
"Acidobacteria_Gp16","V","18","2",0
"Acidobacteria_Gp17","V","18","2",0
"Acidobacteria_Gp18","V","18","2",0
"Acidobacteria_Gp21","V","18","2",0
"Acidobacteria_Gp22","V","18","2",0
"Acidobacteria_Gp3","V","18","2",0
"Acidobacteria_Gp4","V","18","2",0
"Acidobacteria_Gp5","V","18","2",0
"Acidobacteria_Gp6","V","18","2",0
"Acidobacteria_Gp7","V","18","2",0
"Acidobacteria_Gp9","V","18","2",0
"Actinobacteria","V","18","2",77
"Alphaproteobacteria","V","18","2",14
"Anaerolineae","V","18","2",0
"Bacilli","V","18","2",1549
"Bacteroidia","V","18","2",368
"Betaproteobacteria","V","18","2",276
"Caldilineae","V","18","2",0
"Chlamydiae","V","18","2",0
"Chloroflexi","V","18","2",0
"Chrysiogenetes","V","18","2",0
"Clostridia","V","18","2",6071
"Cyanobacteria","V","18","2",0
"Dehalococcoidetes","V","18","2",0
"Deinococci","V","18","2",21
"Deltaproteobacteria","V","18","2",6
"Epsilonproteobacteria","V","18","2",0
"Erysipelotrichi","V","18","2",66
"Fibrobacteria","V","18","2",0
"Flavobacteria","V","18","2",170
"Fusobacteria","V","18","2",3
"Gammaproteobacteria","V","18","2",2491
"Gemmatimonadetes","V","18","2",0
"Holophagae","V","18","2",0
"Lentisphaeria","V","18","2",1
"Methanobacteria","V","18","2",0
"Methanomicrobia","V","18","2",0
"Mollicutes","V","18","2",38
"Nitrospira","V","18","2",0
"Opitutae","V","18","2",1
"Planctomycetacia","V","18","2",0
"Sphingobacteria","V","18","2",38
"Spirochaetes","V","18","2",0
"Subdivision3","V","18","2",0
"Synergistia","V","18","2",0
"Thermomicrobia","V","18","2",1
"Thermoplasmata","V","18","2",0
"Thermotogae","V","18","2",0
"Unknown","V","18","2",54
"Acidobacteria_Gp1","V","18","3",0
"Acidobacteria_Gp10","V","18","3",0
"Acidobacteria_Gp14","V","18","3",0
"Acidobacteria_Gp16","V","18","3",0
"Acidobacteria_Gp17","V","18","3",0
"Acidobacteria_Gp18","V","18","3",0
"Acidobacteria_Gp21","V","18","3",0
"Acidobacteria_Gp22","V","18","3",0
"Acidobacteria_Gp3","V","18","3",0
"Acidobacteria_Gp4","V","18","3",0
"Acidobacteria_Gp5","V","18","3",0
"Acidobacteria_Gp6","V","18","3",1
"Acidobacteria_Gp7","V","18","3",0
"Acidobacteria_Gp9","V","18","3",0
"Actinobacteria","V","18","3",288
"Alphaproteobacteria","V","18","3",441
"Anaerolineae","V","18","3",0
"Bacilli","V","18","3",14
"Bacteroidia","V","18","3",176
"Betaproteobacteria","V","18","3",37
"Caldilineae","V","18","3",24
"Chlamydiae","V","18","3",0
"Chloroflexi","V","18","3",0
"Chrysiogenetes","V","18","3",0
"Clostridia","V","18","3",1044
"Cyanobacteria","V","18","3",0
"Dehalococcoidetes","V","18","3",0
"Deinococci","V","18","3",101
"Deltaproteobacteria","V","18","3",135
"Epsilonproteobacteria","V","18","3",0
"Erysipelotrichi","V","18","3",4
"Fibrobacteria","V","18","3",0
"Flavobacteria","V","18","3",280
"Fusobacteria","V","18","3",0
"Gammaproteobacteria","V","18","3",866
"Gemmatimonadetes","V","18","3",0
"Holophagae","V","18","3",0
"Lentisphaeria","V","18","3",0
"Methanobacteria","V","18","3",0
"Methanomicrobia","V","18","3",0
"Mollicutes","V","18","3",0
"Nitrospira","V","18","3",0
"Opitutae","V","18","3",5
"Planctomycetacia","V","18","3",2
"Sphingobacteria","V","18","3",236
"Spirochaetes","V","18","3",0
"Subdivision3","V","18","3",0
"Synergistia","V","18","3",0
"Thermomicrobia","V","18","3",32
"Thermoplasmata","V","18","3",0
"Thermotogae","V","18","3",0
"Unknown","V","18","3",404
"Acidobacteria_Gp1","V","18","4",0
"Acidobacteria_Gp10","V","18","4",0
"Acidobacteria_Gp14","V","18","4",0
"Acidobacteria_Gp16","V","18","4",0
"Acidobacteria_Gp17","V","18","4",0
"Acidobacteria_Gp18","V","18","4",0
"Acidobacteria_Gp21","V","18","4",0
"Acidobacteria_Gp22","V","18","4",0
"Acidobacteria_Gp3","V","18","4",10
"Acidobacteria_Gp4","V","18","4",0
"Acidobacteria_Gp5","V","18","4",0
"Acidobacteria_Gp6","V","18","4",11
"Acidobacteria_Gp7","V","18","4",0
"Acidobacteria_Gp9","V","18","4",0
"Actinobacteria","V","18","4",683
"Alphaproteobacteria","V","18","4",865
"Anaerolineae","V","18","4",0
"Bacilli","V","18","4",103
"Bacteroidia","V","18","4",976
"Betaproteobacteria","V","18","4",198
"Caldilineae","V","18","4",68
"Chlamydiae","V","18","4",3
"Chloroflexi","V","18","4",0
"Chrysiogenetes","V","18","4",0
"Clostridia","V","18","4",6246
"Cyanobacteria","V","18","4",1
"Dehalococcoidetes","V","18","4",0
"Deinococci","V","18","4",86
"Deltaproteobacteria","V","18","4",105
"Epsilonproteobacteria","V","18","4",0
"Erysipelotrichi","V","18","4",112
"Fibrobacteria","V","18","4",0
"Flavobacteria","V","18","4",1708
"Fusobacteria","V","18","4",2
"Gammaproteobacteria","V","18","4",1225
"Gemmatimonadetes","V","18","4",1
"Holophagae","V","18","4",0
"Lentisphaeria","V","18","4",2
"Methanobacteria","V","18","4",0
"Methanomicrobia","V","18","4",0
"Mollicutes","V","18","4",28
"Nitrospira","V","18","4",0
"Opitutae","V","18","4",52
"Planctomycetacia","V","18","4",14
"Sphingobacteria","V","18","4",305
"Spirochaetes","V","18","4",19
"Subdivision3","V","18","4",0
"Synergistia","V","18","4",0
"Thermomicrobia","V","18","4",84
"Thermoplasmata","V","18","4",0
"Thermotogae","V","18","4",0
"Unknown","V","18","4",1483
"Acidobacteria_Gp1","V","19","1",0
"Acidobacteria_Gp10","V","19","1",0
"Acidobacteria_Gp14","V","19","1",0
"Acidobacteria_Gp16","V","19","1",0
"Acidobacteria_Gp17","V","19","1",0
"Acidobacteria_Gp18","V","19","1",0
"Acidobacteria_Gp21","V","19","1",0
"Acidobacteria_Gp22","V","19","1",0
"Acidobacteria_Gp3","V","19","1",0
"Acidobacteria_Gp4","V","19","1",0
"Acidobacteria_Gp5","V","19","1",0
"Acidobacteria_Gp6","V","19","1",0
"Acidobacteria_Gp7","V","19","1",0
"Acidobacteria_Gp9","V","19","1",0
"Actinobacteria","V","19","1",313
"Alphaproteobacteria","V","19","1",196
"Anaerolineae","V","19","1",0
"Bacilli","V","19","1",277
"Bacteroidia","V","19","1",2560
"Betaproteobacteria","V","19","1",103
"Caldilineae","V","19","1",0
"Chlamydiae","V","19","1",0
"Chloroflexi","V","19","1",0
"Chrysiogenetes","V","19","1",0
"Clostridia","V","19","1",1720
"Cyanobacteria","V","19","1",0
"Dehalococcoidetes","V","19","1",0
"Deinococci","V","19","1",13
"Deltaproteobacteria","V","19","1",9
"Epsilonproteobacteria","V","19","1",0
"Erysipelotrichi","V","19","1",234
"Fibrobacteria","V","19","1",0
"Flavobacteria","V","19","1",1546
"Fusobacteria","V","19","1",27
"Gammaproteobacteria","V","19","1",1145
"Gemmatimonadetes","V","19","1",0
"Holophagae","V","19","1",0
"Lentisphaeria","V","19","1",3
"Methanobacteria","V","19","1",0
"Methanomicrobia","V","19","1",0
"Mollicutes","V","19","1",736
"Nitrospira","V","19","1",0
"Opitutae","V","19","1",6
"Planctomycetacia","V","19","1",0
"Sphingobacteria","V","19","1",141
"Spirochaetes","V","19","1",557
"Subdivision3","V","19","1",0
"Synergistia","V","19","1",3
"Thermomicrobia","V","19","1",0
"Thermoplasmata","V","19","1",0
"Thermotogae","V","19","1",0
"Unknown","V","19","1",484
"Acidobacteria_Gp1","V","19","2",0
"Acidobacteria_Gp10","V","19","2",0
"Acidobacteria_Gp14","V","19","2",0
"Acidobacteria_Gp16","V","19","2",0
"Acidobacteria_Gp17","V","19","2",0
"Acidobacteria_Gp18","V","19","2",0
"Acidobacteria_Gp21","V","19","2",0
"Acidobacteria_Gp22","V","19","2",0
"Acidobacteria_Gp3","V","19","2",0
"Acidobacteria_Gp4","V","19","2",0
"Acidobacteria_Gp5","V","19","2",0
"Acidobacteria_Gp6","V","19","2",0
"Acidobacteria_Gp7","V","19","2",0
"Acidobacteria_Gp9","V","19","2",0
"Actinobacteria","V","19","2",221
"Alphaproteobacteria","V","19","2",109
"Anaerolineae","V","19","2",0
"Bacilli","V","19","2",63
"Bacteroidia","V","19","2",800
"Betaproteobacteria","V","19","2",21
"Caldilineae","V","19","2",2
"Chlamydiae","V","19","2",0
"Chloroflexi","V","19","2",0
"Chrysiogenetes","V","19","2",0
"Clostridia","V","19","2",493
"Cyanobacteria","V","19","2",0
"Dehalococcoidetes","V","19","2",0
"Deinococci","V","19","2",87
"Deltaproteobacteria","V","19","2",10
"Epsilonproteobacteria","V","19","2",0
"Erysipelotrichi","V","19","2",52
"Fibrobacteria","V","19","2",0
"Flavobacteria","V","19","2",257
"Fusobacteria","V","19","2",5
"Gammaproteobacteria","V","19","2",274
"Gemmatimonadetes","V","19","2",0
"Holophagae","V","19","2",0
"Lentisphaeria","V","19","2",0
"Methanobacteria","V","19","2",0
"Methanomicrobia","V","19","2",0
"Mollicutes","V","19","2",31
"Nitrospira","V","19","2",0
"Opitutae","V","19","2",2
"Planctomycetacia","V","19","2",2
"Sphingobacteria","V","19","2",44
"Spirochaetes","V","19","2",176
"Subdivision3","V","19","2",0
"Synergistia","V","19","2",0
"Thermomicrobia","V","19","2",15
"Thermoplasmata","V","19","2",0
"Thermotogae","V","19","2",0
"Unknown","V","19","2",176
"Acidobacteria_Gp1","V","19","3",0
"Acidobacteria_Gp10","V","19","3",0
"Acidobacteria_Gp14","V","19","3",0
"Acidobacteria_Gp16","V","19","3",0
"Acidobacteria_Gp17","V","19","3",0
"Acidobacteria_Gp18","V","19","3",0
"Acidobacteria_Gp21","V","19","3",0
"Acidobacteria_Gp22","V","19","3",0
"Acidobacteria_Gp3","V","19","3",9
"Acidobacteria_Gp4","V","19","3",0
"Acidobacteria_Gp5","V","19","3",0
"Acidobacteria_Gp6","V","19","3",2
"Acidobacteria_Gp7","V","19","3",0
"Acidobacteria_Gp9","V","19","3",0
"Actinobacteria","V","19","3",352
"Alphaproteobacteria","V","19","3",656
"Anaerolineae","V","19","3",0
"Bacilli","V","19","3",32
"Bacteroidia","V","19","3",262
"Betaproteobacteria","V","19","3",61
"Caldilineae","V","19","3",53
"Chlamydiae","V","19","3",0
"Chloroflexi","V","19","3",0
"Chrysiogenetes","V","19","3",0
"Clostridia","V","19","3",5970
"Cyanobacteria","V","19","3",0
"Dehalococcoidetes","V","19","3",0
"Deinococci","V","19","3",73
"Deltaproteobacteria","V","19","3",89
"Epsilonproteobacteria","V","19","3",0
"Erysipelotrichi","V","19","3",35
"Fibrobacteria","V","19","3",0
"Flavobacteria","V","19","3",1995
"Fusobacteria","V","19","3",0
"Gammaproteobacteria","V","19","3",356
"Gemmatimonadetes","V","19","3",0
"Holophagae","V","19","3",0
"Lentisphaeria","V","19","3",0
"Methanobacteria","V","19","3",0
"Methanomicrobia","V","19","3",0
"Mollicutes","V","19","3",3
"Nitrospira","V","19","3",0
"Opitutae","V","19","3",1
"Planctomycetacia","V","19","3",29
"Sphingobacteria","V","19","3",123
"Spirochaetes","V","19","3",6
"Subdivision3","V","19","3",0
"Synergistia","V","19","3",0
"Thermomicrobia","V","19","3",29
"Thermoplasmata","V","19","3",0
"Thermotogae","V","19","3",0
"Unknown","V","19","3",371
"Acidobacteria_Gp1","V","2","1",0
"Acidobacteria_Gp10","V","2","1",0
"Acidobacteria_Gp14","V","2","1",0
"Acidobacteria_Gp16","V","2","1",0
"Acidobacteria_Gp17","V","2","1",0
"Acidobacteria_Gp18","V","2","1",0
"Acidobacteria_Gp21","V","2","1",0
"Acidobacteria_Gp22","V","2","1",0
"Acidobacteria_Gp3","V","2","1",0
"Acidobacteria_Gp4","V","2","1",0
"Acidobacteria_Gp5","V","2","1",0
"Acidobacteria_Gp6","V","2","1",0
"Acidobacteria_Gp7","V","2","1",0
"Acidobacteria_Gp9","V","2","1",0
"Actinobacteria","V","2","1",15
"Alphaproteobacteria","V","2","1",14
"Anaerolineae","V","2","1",0
"Bacilli","V","2","1",18
"Bacteroidia","V","2","1",48
"Betaproteobacteria","V","2","1",0
"Caldilineae","V","2","1",0
"Chlamydiae","V","2","1",0
"Chloroflexi","V","2","1",0
"Chrysiogenetes","V","2","1",0
"Clostridia","V","2","1",174
"Cyanobacteria","V","2","1",0
"Dehalococcoidetes","V","2","1",0
"Deinococci","V","2","1",0
"Deltaproteobacteria","V","2","1",0
"Epsilonproteobacteria","V","2","1",0
"Erysipelotrichi","V","2","1",6
"Fibrobacteria","V","2","1",0
"Flavobacteria","V","2","1",32
"Fusobacteria","V","2","1",0
"Gammaproteobacteria","V","2","1",60
"Gemmatimonadetes","V","2","1",0
"Holophagae","V","2","1",0
"Lentisphaeria","V","2","1",1
"Methanobacteria","V","2","1",0
"Methanomicrobia","V","2","1",0
"Mollicutes","V","2","1",18
"Nitrospira","V","2","1",0
"Opitutae","V","2","1",0
"Planctomycetacia","V","2","1",0
"Sphingobacteria","V","2","1",4
"Spirochaetes","V","2","1",0
"Subdivision3","V","2","1",0
"Synergistia","V","2","1",0
"Thermomicrobia","V","2","1",0
"Thermoplasmata","V","2","1",0
"Thermotogae","V","2","1",0
"Unknown","V","2","1",16
"Acidobacteria_Gp1","V","2","2",0
"Acidobacteria_Gp10","V","2","2",0
"Acidobacteria_Gp14","V","2","2",0
"Acidobacteria_Gp16","V","2","2",0
"Acidobacteria_Gp17","V","2","2",0
"Acidobacteria_Gp18","V","2","2",0
"Acidobacteria_Gp21","V","2","2",0
"Acidobacteria_Gp22","V","2","2",0
"Acidobacteria_Gp3","V","2","2",0
"Acidobacteria_Gp4","V","2","2",0
"Acidobacteria_Gp5","V","2","2",0
"Acidobacteria_Gp6","V","2","2",0
"Acidobacteria_Gp7","V","2","2",0
"Acidobacteria_Gp9","V","2","2",0
"Actinobacteria","V","2","2",1717
"Alphaproteobacteria","V","2","2",532
"Anaerolineae","V","2","2",0
"Bacilli","V","2","2",177
"Bacteroidia","V","2","2",37
"Betaproteobacteria","V","2","2",73
"Caldilineae","V","2","2",0
"Chlamydiae","V","2","2",0
"Chloroflexi","V","2","2",0
"Chrysiogenetes","V","2","2",0
"Clostridia","V","2","2",93
"Cyanobacteria","V","2","2",0
"Dehalococcoidetes","V","2","2",0
"Deinococci","V","2","2",205
"Deltaproteobacteria","V","2","2",66
"Epsilonproteobacteria","V","2","2",0
"Erysipelotrichi","V","2","2",13
"Fibrobacteria","V","2","2",0
"Flavobacteria","V","2","2",325
"Fusobacteria","V","2","2",0
"Gammaproteobacteria","V","2","2",354
"Gemmatimonadetes","V","2","2",0
"Holophagae","V","2","2",0
"Lentisphaeria","V","2","2",0
"Methanobacteria","V","2","2",0
"Methanomicrobia","V","2","2",0
"Mollicutes","V","2","2",44
"Nitrospira","V","2","2",1
"Opitutae","V","2","2",139
"Planctomycetacia","V","2","2",2
"Sphingobacteria","V","2","2",1141
"Spirochaetes","V","2","2",0
"Subdivision3","V","2","2",0
"Synergistia","V","2","2",0
"Thermomicrobia","V","2","2",9
"Thermoplasmata","V","2","2",0
"Thermotogae","V","2","2",0
"Unknown","V","2","2",167
"Acidobacteria_Gp1","V","2","3",0
"Acidobacteria_Gp10","V","2","3",0
"Acidobacteria_Gp14","V","2","3",0
"Acidobacteria_Gp16","V","2","3",0
"Acidobacteria_Gp17","V","2","3",0
"Acidobacteria_Gp18","V","2","3",0
"Acidobacteria_Gp21","V","2","3",0
"Acidobacteria_Gp22","V","2","3",0
"Acidobacteria_Gp3","V","2","3",0
"Acidobacteria_Gp4","V","2","3",0
"Acidobacteria_Gp5","V","2","3",0
"Acidobacteria_Gp6","V","2","3",0
"Acidobacteria_Gp7","V","2","3",0
"Acidobacteria_Gp9","V","2","3",0
"Actinobacteria","V","2","3",260
"Alphaproteobacteria","V","2","3",90
"Anaerolineae","V","2","3",0
"Bacilli","V","2","3",49
"Bacteroidia","V","2","3",100
"Betaproteobacteria","V","2","3",17
"Caldilineae","V","2","3",0
"Chlamydiae","V","2","3",0
"Chloroflexi","V","2","3",0
"Chrysiogenetes","V","2","3",0
"Clostridia","V","2","3",716
"Cyanobacteria","V","2","3",0
"Dehalococcoidetes","V","2","3",0
"Deinococci","V","2","3",30
"Deltaproteobacteria","V","2","3",6
"Epsilonproteobacteria","V","2","3",0
"Erysipelotrichi","V","2","3",14
